SampleID,DIL1,DIL2,DIL3,DIL4,DIL5,OA1,OA2,OA3,OA4,OA5
Apigenin 7-Glucosyl-_1-_2_-glucuronide-4_-glucuronide,144816.3398,179223.8564,161049.2404,214834.4835,3860.944966,138200.541,167965.9774,163015.9826,0,196613.1954
Apigenin 7-Glucosyl-_1-_2_-glucuronide-4_-glucuronide,0,0,0,0,151885.0679,0,0,0,123859.3595,0
Arabidopside A,314854.1885,0,0,0,0,350453.9848,0,0,0,0
Arabidopside A,0,1908.640218,0,4948.870586,0,0,1085.427676,0,0,0
Arabidopside B,58481.39737,14662.52356,1873.853719,6556.106382,0,58577.25221,11264.83613,2181.186832,0,999.3482656
Arabidopside B,0,0,0,0,0,858.5725226,0,0,0,0
Arabidopside D,85072.84728,0,0,0,0,86918.76614,0,0,0,0
Arg-Arg-Arg,27731.58041,191.8389451,98.0135566,0,0,28135.17614,177.06834,0,0,0
Armochaetoglasin J,0,0,104.0615777,0,0,1072.629934,0,0,0,0
Artoindonesianin A,0,0,0,0,0,210.6097991,0,0,0,0
asialo-GM2_d18:1_16:0_,0,302.4002109,0,0,0,0,0,0,0,0
asialo-GM2_d18:1_18:0_,0,0,0,0,0,0,0,0,0,0
Asparacemosone C,8857.887981,621.9691274,1667.955146,0,0,12929.75869,155.4562867,1076.870816,0,0
Austrobuxusin I,54300.64833,0,0,0,0,48479.48199,0,0,0,0
Avermectin B2b,181397.1394,0,0,0,0,191587.932,0,0,0,0
Avermectin B2b,0,0,0,0,0,0,0,269.6379796,0,0
"Benzamide, 2-chloro-N-_4-chloro-3-_2-pyridinyl_phenyl_-4-_methylsulfonyl_-",0,0,0,0,1631.960504,0,0,0,28676.3737,0
"Benzeneethanamine, 4-iodo-2,5-dimethoxy-N-_3-methoxyphenyl_methyl_-",0,0,0,0,0,0,0,0,1007.334805,0
"Benzoic acid, 4-_7,8,9,10-tetrahydro-5,7,7,10,10-pentamethyl-5H-benzo_E_naphtho_2,3-b_1,4_diazepin-13-yl_-",0,0,0,0,3486.633832,0,0,0,1856.603105,0
"Benzoic acid, 4-_7,8,9,10-tetrahydro-5,7,7,10,10-pentamethyl-5H-benzo_E_naphtho_2,3-b_1,4_diazepin-13-yl_-",0,42.49813075,0,0,0,0,0,0,0,0
Betamethasone,1712837.175,25481.55036,31848.21577,0,108.0474935,1794293.887,24938.72645,24961.10228,0,0
Bichanin A 7-O-glucoside-6_-malonate,0,0,0,0,0,0,0,154.3884494,0,0
Bufogargarizin C,26921.72954,39730.63164,75964.68878,162.5375049,4898.652105,32728.13014,36029.58888,79229.59395,600.8523551,0
"Carbamic acid, _6-phenylhexyl_-, 3_-_aminocarbonyl_1,1_-biphenyl_-3-yl ester",214.4951086,0,0,0,0,0,0,0,0,0
"Carbamic acid, N-_4-_3-_7-_hydroxyamino_-7-oxoheptyl_amino_carbonyl_-5-isoxazolyl_phenyl_-, 1,1-dimethylethyl ester",78.2700325,0,0,0,0,0,0,0,0,0
Caylin-1,253.6085281,0,0,0,0,0,0,0,0,0
Cefalotin,0,0,0,272.9717627,0,0,457.8330465,0,0,660.043789
Ceftaroline,0,79.31895847,0,0,0,0,0,0,0,0
Celecoxib,0,222.0956313,190.8511353,0,0,0,0,229.9818409,0,0
Cer 14:1_2O_64:4_2O,0,0,0,0,0,0,78.17551052,0,0,0
Cer 18:1_2O_52:5_2O,0,0,0,0,0,0,0,0,0,0
Cer 18:1_2O_52:5_2O,0,0,0,0,0,0,0,670.9719146,0,0
Cer 18:1_2O_56:5_2O,0,0,0,0,0,0,0,0,196.4075238,0
Cer 20:1_2O_56:4_2O,31489.03834,4752.549236,0,0,0,27620.20996,1593.262067,0,0,0
Cer 21:1_2O_56:5_2O,0,0,5911.430094,0,433.552908,0,0,7632.302277,0,0
Cer 21:1_2O_56:5_2O,0,4750.622208,0,0,0,0,3701.600325,0,0,0
Cer 22:0_3O_40:1_2OH_,0,0,0,0,0,370.9826017,0,0,0,0
Cer 22:1_2O_52:1_2O,149326.9321,23203.17971,0,0,480.812934,131439.9604,147745.777,0,0,0
Cer 22:1_2O_52:1_2O,906.6204024,1272.915956,2588.780111,5388.429326,1215.70395,1366.063425,0,1539.011298,0,1937.917406
Cer 22:1_2O_52:1_2O,341.5678581,1512.765625,0,0,0,457.6486945,1445.962156,0,0,0
Cer 22:1_2O_54:3_2O,0,0,0,0,0,0,0,0,296.4031364,0
Cer 22:1_3O_38:0_2OH_,0,187.1859063,213.5883789,0,0,0,0,490.386966,0,0
Cer 23:0_3O_40:0_2OH_,0,0,0,0,0,0,0,0,0,0
Cer 23:1_2O_56:5_2O,0,0,0,55.47342285,0,0,0,0,0,0
Cer 23:3_2O_20:0,0,0,0,128.9733985,0,0,0,0,0,0
Cer 24:0_3O_36:0_2OH_,1490.989828,33518.34151,30966.84423,0,948.7699436,4041.961837,3961.625058,36118.48763,555.1156872,0
Cer 24:0_3O_36:0_2OH_,1315.417778,181.6214293,0,0,0,0,21315.47496,0,0,0
Cer 24:0_3O_42:0_2OH_,0,0,20012.99854,0,1544.611285,0,0,14600.48734,241.8928896,0
Cer 24:1_2O_46:1_2O,0,120.0877588,799.3030192,0,0,0,0,114.5491248,0,211.4229687
Cer 24:1_2O_46:1_2O,0,0,0,0,0,0,166.2239712,0,0,0
Cer 24:1_3O_42:0_2OH_,0,0,0,0,0,0,424.0234955,0,0,0
Cer 25:0_2O_40:0,122.6550401,0,0,0,0,300.1971886,0,0,0,0
Cer 25:0_2O_40:0,0,0,0,0,0,0,0,202.757213,0,0
Cer 25:2_2O_38:0,230.9184873,165.8452298,0,0,0,386.0252879,0,0,0,0
Cer 26:2_2O_36:0,10307.60134,0,0,0,0,695.4055817,93724.13398,0,0,0
Cer 26:2_2O_36:0,0,0,9054.426432,0,0,0,0,8275.213682,12670.14725,0
Cer 26:2_2O_42:0,0,50.74798696,0,0,0,0,0,0,0,0
Cer 27:1_3O_40:0_2OH_,12528.16999,38882.66642,61987.53042,768.6083691,11177.20892,30357.45626,1479.321821,68775.35181,1665.107394,246.2512734
Cer 27:1_3O_40:0_2OH_,0,5367.717827,13811.92562,104.5104004,2208.087326,1413.530016,0,16396.58851,273.3081409,121.6910782
Cer 27:1_3O_40:0_2OH_,15182.0354,5151.639511,0,0,0,23434.79901,4834.961073,0,0,0
Cer 27:1_3O_40:0_2OH_,15506.85836,345.9574626,0,0,0,2379.611637,14510.07182,0,0,0
Cer 27:1_3O_40:0_2OH_,0,0,0,0,0,0,0,0,1944.180876,0
Cer 27:2_2O_44:0,0,0,126.368476,76.4878125,0,0,0,0,0,0
Cer 27:3_2O_44:1,0,0,0,0,0,0,0,131.5027196,0,0
Cer 28:0_2O_39:0,121.2427233,0,655.7854547,0,0,0,208.6102065,248.2563044,0,0
Cer 28:0_2O_42:0,0,292.2964077,0,0,0,0,242.1004989,0,0,0
Cer 28:0_2O_42:6,360.5688606,275.0670054,0,0,0,550.0782792,478.771465,0,0,0
Cer 28:0_2O_44:9,0,0,212.5072293,0,0,0,0,934.2510878,0,0
Cer 28:0_2O_44:9,0,0,0,0,0,231.9763055,0,0,0,0
Cer 28:1_2O_44:9,0,558.8475245,0,0,0,0,0,0,0,0
Cer 29:2_2O_44:0,0,61.75517037,0,365.2889356,0,0,161.3781134,124.1050485,0,0
Cer 29:2_2O_44:0,0,0,150.9357232,83.49033205,0,0,0,0,0,0
Cer 29:3_2O_44:5,0,126.1419311,0,0,0,0,800.0217164,0,0,0
Cer 30:1_2O_42:4_2O,0,0,0,0,0,0,0,647.6941011,0,164.4291094
Cer 30:1_2O_62:5_2O,0,0,0,0,647.7741537,0,0,0,210.7125651,0
Cer 30:3_2O_40:0,4268.765366,501.6676572,248.9389919,11658.55215,0,6866.347553,0,163.1334429,0,5518.339781
Cer 30:3_2O_40:0,267.0858684,0,0,0,0,0,0,0,0,0
Cer 31:0_2O_44:8,0,0,0,0,0,215.61048,0,0,0,0
Cer 31:2_2O_44:11,331.9981333,1100.757812,38163.61122,0,13788.18411,225.2272307,0,29059.47179,10495.60468,0
Cer 31:2_2O_44:11,0,0,4308.548611,0,736.8369358,0,0,3381.72854,0,0
Cer 31:2_2O_44:12,0,0,223.3662516,0,0,0,0,594.3806987,0,0
Cer 31:2_2O_44:12,0,203.4785276,0,0,0,0,0,0,0,0
Cer 31:3_2O_44:12,0,0,4819.745687,0,0,0,0,3731.03214,0,0
Cer 32:0_2O_44:11,0,115.7745399,0,0,0,0,682.3830446,0,0,0
Cer 32:1_2O_32:6,0,1169.160468,0,0,0,0,1874.425008,0,0,0
Cer 32:1_2O_44:4,0,0,0,0,0,0,0,87.01013646,0,0
Cer 32:1_2O_44:4,0,0,0,0,0,0,0,86.326895,0,0
Cer 32:3_2O_32:2,5239.293678,517.1430215,0,0,0,1193.815507,41583.57062,0,0,0
Cer 32:3_2O_44:12,0,0,0,0,0,0,0,1041.72676,0,0
Cer 32:3_2O_44:12,0,348.2844134,0,0,0,0,762.1312654,0,0,0
Cer 32:3_3O_42:2_2OH_,0,254.5885017,0,0,0,0,228.5226447,0,0,0
Cer 33:1_2O_44:9,0,118.8497292,18223.55824,0,0,0,0,16500.89725,0,0
Cer 34:0_2O_32:1,0,10462.65285,44525.57661,0,1085.637739,0,0,35901.34316,767.7113054,0
Cer 34:0_2O_32:1,0,2695.870878,22099.05724,0,3812.740799,250.3387387,6224.193901,31856.43629,577.261832,0
Cer 34:0_2O_32:1,0,20388.5998,0,0,0,244.4423571,17711.97809,0,0,0
Cer 34:0_2O_34:4,0,0,0,0,0,0,0,0,463.5507954,0
Cer 35:1_2O_38:0,0,1638.096051,709.9719645,1206.659492,0,0,589.0200921,655.1947315,0,1225.787922
Cer 35:1_2O_38:0,134.0206115,538.9624473,0,155.3421387,0,0,589.321086,0,0,0
Cer 35:1_2O_40:9,20164.50439,889.796887,0,0,0,14053.59103,222.8555461,0,0,0
Cer 35:2_2O_34:4,0,0,0,0,0,0,0,0,0,0
Cer 35:2_2O_38:9,0,0,272.5193685,0,0,0,0,0,0,0
Cer 35:2_2O_44:8,0,0,0,0,224.1028212,0,0,321.4838558,215.5035241,0
Cer 36:0_2O_44:5,0,0,0,0,1558.052387,0,0,0,1523.05214,0
Cer 36:1_2O_44:10,0,0,230.2805447,0,0,0,0,323.5124852,0,0
Cer 36:3_2O_44:11,0,0,5100.297553,0,0,0,0,3916.443409,0,0
Cer 37:0_2O_26:1,0,0,0,111.0798438,0,0,0,0,0,0
Cer 37:0_2O_32:3,0,0,0,0,0,0,0,408.7366496,0,0
Cer 37:0_2O_32:5,0,7079.437956,0,0,0,908.778603,41606.83861,0,0,0
Cer 37:0_2O_32:5,0,26118.3755,40806.01709,0,0,0,0,33288.98967,738.2638135,0
Cer 37:0_2O_32:5,0,0,0,0,0,0,0,0,0,0
Cer 37:0_2O_40:7,0,0,926.1557346,280.3112891,0,0,382.6560566,620.7547963,0,532.4527969
Cer 37:0_2O_40:7,0,0,0,0,0,0,0,767.2299125,0,0
Cer 37:0_2O_40:7,0,0,0,0,0,0,0,99.70766785,0,0
Cer 37:1_3O_36:0_2OH_,0,0,228.2946574,0,0,0,0,110.7786788,0,0
Cer 37:2_2O_36:5,6483.972,2175.468607,0,3706.695654,0,2024.404605,1174.387415,1102.518753,0,1629.013734
Cer 37:2_2O_36:5,0,135.1878954,0,0,0,0,0,0,0,0
Cer 37:2_2O_36:8,0,0,226.9260797,0,0,0,0,0,0,0
Cer 38:0_2O_23:0,0,235.2089245,0,0,0,0,306.6278234,532.6822834,0,0
Cer 38:1_2O_34:6,0,1159.763468,251.2652995,0,0,0,3113.225518,0,0,0
Cer 38:1_2O_34:6,0,0,112.1567044,45.84040039,428.2062283,0,0,0,247.3333333,0
Cer 38:1_2O_44:12,0,0,87.01249188,0,0,0,0,0,0,0
Cer 38:3_2O_44:11,0,0,144.2528754,0,0,0,0,0,0,0
CerP 38:6_O2,0,0,84.12304688,0,0,0,0,0,0,0
CerP 40:6_O2,0,0,0,0,0,0,0,0,0,396.1417187
Chlorantraniliprole,0,0,0,0,268.7950738,0,1979.384534,0,0,0
"Chrysoeriol 7-_3_,6_-di-_E_-p-coumaroylglucoside_",130.2511149,0,0,0,0,419.5418893,0,0,0,0
Cilazapril,0,0,0,0,0,0,0,0,0,0
cimicifoetiside A,12771.41731,0,0,0,0,7299.249383,0,0,0,0
Cissoic acid,783.8193273,0,0,0,0,0,0,0,0,0
"CL_1_-_18:1_9Z_18:2_9Z,12Z_,3_-_20:4_5Z,8Z,11Z,14Z_20:4_5Z,8Z,11Z,14Z_",0,0,40.95538669,0,0,0,0,0,0,0
convallatoxin,4970.987279,0,0,0,0,2568.685445,0,0,0,0
d9-SM _18:1_,2153.33834,0,0,0,0,3093.258327,0,0,0,0
Deoxyadenosine Triphosphate,0,0,0,0,0,295.84375,0,0,0,0
Desacetycefapirin,0,513.8893428,311.9251913,0,0,0,0,2249.565374,0,0
DGCC 18:2_36:5,0,0,106.2917074,0,0,0,0,0,0,0
DGCC 18:2_36:5,0,0,0,0,0,0,0,0,0,0
DGCC 19:1_44:12,0,0,0,0,0,0,0,0,0,0
DGCC 20:0_40:7,0,0,4780.934041,0,0,0,0,3858.083527,0,0
DGCC 20:3_42:6,0,109.3167418,0,0,0,0,0,0,0,0
DGCC 21:2_32:3,0,0,289.0886367,0,0,0,0,0,0,0
DGCC 21:2_38:2,0,0,41691.77225,0,0,0,0,47686.08213,0,0
DGCC 23:0_38:10,0,456.4894075,0,0,0,806.7798624,312.1710531,0,0,0
DGCC 24:0_36:5,0,787.8581288,16566.37727,0,1073.620508,0,0,17431.72654,588.5754359,0
DGCC 24:0_36:5,2966.660433,5216.621717,0,0,0,738.9014186,5385.290378,0,0,0
DGCC 24:6_42:12,0,78.06791601,0,0,0,0,94.88482364,0,0,0
DGCC 29:0_29:0,0,832.5602593,0,0,0,0,244.7559174,0,0,0
DGCC 29:0_42:10,0,0,0,2508.285234,0,0,0,0,0,1896.280875
DGCC 30:7_42:7,0,269.958529,0,0,0,0,0,0,0,0
DGCC 32:1_26:3,0,21094.13879,0,0,0,0,16168.32455,0,0,0
DGCC 32:1_26:3,0,0,5350.270969,0,0,0,0,6656.862676,0,0
DGCC 32:5_38:10,0,0,0,0,0,0,0,295.4125297,0,0
DGCC 32:9_42:12,0,0,0,0,0,337.5486996,1023.768332,0,0,0
DGCC 32:9_44:12,0,0,0,0,0,0,0,0,0,0
DGCC 34:5_38:10,0,699.3221338,0,0,0,268.7255346,1404.868193,0,0,0
DGCC 34:6_38:10,0,0,1693.010783,0,0,0,0,1473.214943,0,0
DGCC 36:0_34:3,0,0,0,39.70769532,0,0,0,75.49512956,0,0
DGCC 36:6_38:10,0,0,0,0,0,0,97.37167389,0,0,0
DGCC 36:8_42:12,0,0,140.559828,0,0,0,0,0,0,0
DGCC 36:9_36:9,0,0,0,0,0,0,451.5237855,0,0,0
DGCC 36:9_38:10,0,0,0,0,0,0,0,145.2127052,0,0
DGCC 38:7_44:7,0,0,214.8174099,0,0,0,0,0,0,0
DGCC 42:0_40:3,0,0,0,0,35760.97734,0,0,0,27270.02536,0
DGCC 42:1_42:2,0,0,0,0,20741.76901,0,0,0,9258.716768,0
DGCC 42:1_44:2,0,0,0,0,563.1102213,0,0,0,0,0
DGCC 44:0_36:3,0,0,0,0,40547.87554,0,0,0,29852.83447,0
DGCC 44:1_38:2,0,0,0,0,2150.695844,0,0,0,760.2008888,0
DGDG O-16:3_26:6,84568.23621,27446.88844,0,0,0,85782.71439,37962.31496,0,0,0
DGDG O-18:4_4:0,155.5267042,0,0,0,0,1938.960295,0,0,0,0
DGDG O-28:7_22:3,54488.48254,21837.60495,0,0,0,40360.76069,7690.606958,0,0,0
"DGDG_18:4_6Z,9Z,12Z,15Z_18:4_6Z,9Z,12Z,15Z_",225.9087562,0,0,0,0,349.9145764,0,0,0,0
"DGMG_18:5_3Z,6Z,9Z,12Z,15Z_0:0_",2578.676991,0,0,0,0,0,0,0,0,0
DGTS 27:0_24:1,0,0,119.3424615,0,0,0,0,112.2024946,0,0
Diadenosine pentaphosphate,0,0,0,0,444.9320529,0,0,0,0,0
Diadenosine tetraphosphate,0,0,0,0,0,0,0,135.7860216,0,0
Diospolysaponin A,0,83.19766706,0,0,0,0,0,0,0,0
Diphenhydramine N-glucuronide,83.02453505,0,0,0,0,0,0,0,0,0
DMG-MINO,0,0,0,0,0,0,0,0,0,0
dolichyl-4-D-xylosyl phosphate,20406.22036,1650.753139,137.5686442,95.4020215,0,16324.38973,2309.356358,630.4631749,0,0
Dutasteride,0,0,0,0,0,0,0,0,0,0
EI-1625-2,114880.9049,469.7098351,6608.303345,0,0,116079.686,2061.138827,7145.815492,0,0
Etnangien,8343.082896,0,242.5527751,0,0,13405.31317,0,132.346383,0,0
Evasterioside C,0,0,0,0,0,0,0,0,0,0
Exiguaflavanone D,71334.09835,592.0612718,0,0,0,69818.25596,0,461.7294551,0,0
Flumetralin,0,0,0,0,0,0,0,77.44466354,0,0
Flurandrenolide,2993245.314,27328.49463,123350.4805,0,0,3132290,36472.98948,116136.4394,0,0
Fosfluconazole,6534.16503,1073.30966,2704.646186,1175.801328,0,1032.131785,1267.056389,1581.708713,0,2907.757187
"Fucoxanthinol 3-_4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoate_ 3_-_9E-hexadecenoate_",0,0,0,0,0,0,0,93.77034095,0,0
"Fucoxanthinol 3-_4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoate_ 3_-_9E-hexadecenoate_",0,0,87.06073674,0,0,0,0,0,0,0
